"VMName","PrimaryServer","ReplicaServer","ReplicationHealth","ReplicationMode","LastReplicationTime","RTOComplianceStatus","PSComputerName","RunspaceId","PSShowComputerName"
"JHSDCPDSSMSGQ2","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:53:01 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCPTAXAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:04 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCPTAXDBS02","JHSDCR29DBS03.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:46:54 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCRCOTAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:17 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCRCOTDBS01","JHSDCR29DBS03.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:40:54 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCSAYAAPP02","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:03 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCSAYADBS02","JHSDCR05DBS06.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:20 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCSAYAGTW01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Critical","Replica","2/25/2025 1:19:26 PM","Non-Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCSUKNDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:24 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCSUKNDBS02","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:27 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"Win-2019-Bis","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Critical","Replica","2/10/2025 1:09:07 PM","Non-Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"win-2022-Bis","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Critical","Replica","2/10/2025 1:20:41 PM","Non-Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCAPDSAPP1","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:25 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCAPDSPRX1","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:44 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCBOREDBS01","JHSDCR05DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:53 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCBPMSNFS01","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:59 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCCLMSDBS1","JHSDCR05DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:15 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCCLMSNFS1","JHSDCR29WEB03.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:19 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCDGSLDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:24 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCGSTNDBS01","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Critical","Replica","2/19/2025 10:22:17 AM","Non-Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCIPDSAPP01","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:51 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJAMCAPP01","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:48 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJBCDAPP01","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:40:45 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJBCDNFS01","JHSDCR29WEB02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:49:24 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJCRTDBS01","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:46:34 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJHLRDBS02","JHSDCR30DBS03.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:49:09 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJHTEDBS01","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:50 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJIMSAPI01","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:46 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJIMSAPP2","JHSDCR29WEB02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:52:44 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJIMSAPP3","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:36 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJIMSAPP4","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:56 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJIMSNFS01","JHSDCR29WEB02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:14 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJIMSNFS1","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:02 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJPDSDB002","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:35:35 AM","Non-Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJPDSDB1","JHSDCR05DBS01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:40:03 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJRMCDBS01","JHSDCR30DBS05.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:40 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJRMCNFS01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:01 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJRTENFS01","JHSDCR29WEB02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:46:28 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJSFSDBS01","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:00 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJSFSDBS02","JHSDCR29DBS02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:24 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJSFSDBS1","JHSDCR05DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:47 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJSPSAPP1","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:49:06 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJSPSNFS1","JHSDCR29WEB02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:53:01 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCJSWMDBS01","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:59 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCMHIDAPP01","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:25 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCMVTSDBS1","JHSDCR05DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:22 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCPDSPRX1","JHSDCR29WEB01.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:05 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCSAVINFS01","JHSDCR29WEB03.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:38 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCSMDCDBS03","JHSDCR29DBS02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:02 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCVALTDBS01","JHSDCR29DBS02.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:23 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCVALTDBS02","JHSDCR29DBS04.jharkhandcloud.gov.in","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:25 AM","Compliant","DR-HV05-10-82-184-15.jharkhandcloud.gov.in","9ea52da2-6b1a-45b0-95b9-479869837f3e","True"
"JHSDCEPDSDBS01","JHSDCR30DBS03.jharkhandcloud.gov.in","DR-HV06-184-16.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:29 AM","Compliant","DR-HV06-184-16.jharkhandcloud.gov.in","70cf0527-10e3-4d13-9507-91808dbe4803","True"
"JHSDCJIMSDBS1","JHSDCR05DBS01.jharkhandcloud.gov.in","DR-HV06-184-16.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:52 AM","Compliant","DR-HV06-184-16.jharkhandcloud.gov.in","70cf0527-10e3-4d13-9507-91808dbe4803","True"
"JHSDCMVTSDBS2","JHSDCR05DBS04.jharkhandcloud.gov.in","DR-HV06-184-16.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:15 AM","Compliant","DR-HV06-184-16.jharkhandcloud.gov.in","70cf0527-10e3-4d13-9507-91808dbe4803","True"
"JHSDCSMDCDBS1","JHSDCR30DBS06.jharkhandcloud.gov.in","DR-HV06-184-16.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:55 AM","Compliant","DR-HV06-184-16.jharkhandcloud.gov.in","70cf0527-10e3-4d13-9507-91808dbe4803","True"
"JHSDCTNTCDBS02","JHSDCR05DBS02.jharkhandcloud.gov.in","DR-HV06-184-16.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:40:04 AM","Compliant","DR-HV06-184-16.jharkhandcloud.gov.in","70cf0527-10e3-4d13-9507-91808dbe4803","True"
