"VMName","PrimaryServer","ReplicaServer","ReplicationHealth","ReplicationMode","LastReplicationTime","RTOComplianceStatus","PSComputerName","RunspaceId","PSShowComputerName"
"JHSDCJGRUAPP01","JHSDCR30WEB04.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:02 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJGRUNFS01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:39 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRAPI01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:10 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRBSD01","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:40:44 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRLGN01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:28 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRLGN02","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:11 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRMIS01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:53 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRMIS02","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:12 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRMUT01","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:21 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJHLRNFS01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:19 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJIMSAPI1","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:53 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJMRRAPP01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:11 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJMTCAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:11 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJRMCAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:18 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJSFSPRX1","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:23 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCJVSKAPP02","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:08 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCKRMYAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:36 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCKUSMNFS01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:49:25 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCMSRYAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:24 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCMVTSAPP1","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:00 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCMVTSAPP2","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:38:16 AM","Non-Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCPSDNAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:40:40 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCSARLAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:29 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCSGRSAPP01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:56 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCSGRSNFS01","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:38 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCSJTMSNFS1","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:29 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCSJTMSWEB1","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:25 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCTNTCAPP01","JHSDCR30WEB04.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:11 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCTRTCAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:41:07 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCUPARAPP1","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:46:21 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCUPARAPP2","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:34 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCUPARFTP1","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:49:29 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCUPARNFS1","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:42 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCUPARPRX1","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV03-184-13.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:49:19 AM","Compliant","DR-HV03-184-13.jharkhandcloud.gov.in","bbe72300-173d-48f9-a628-37d4f80bb8b8","True"
"JHSDCABISDBS01","JHSDCR29DBS05.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:48 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCABISDBS02","JHSDCR29DBS05.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:44 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCABISDBS03","JHSDCR29DBS06.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:19 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCAHEMDBS01","JHSDCR29DBS06.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:46 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCBORENFS01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:40 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCBPMSDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:32 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCCLMSAPP02","JHSDCR30APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:17 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCCPMSAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:04 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCCPMSDBS01","JHSDCR29DBS03.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:53 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCCQBEAPP01","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:09 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCCTAXESV02","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:22 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCCTAXSLB02","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:02 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCDLMSNFS01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:38 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCDOSLAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:40 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCDOSLDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Critical","Replica","3/7/2025 7:57:06 PM","Non-Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCEDBIAPP01","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:19 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCELEGAPP1","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:46:23 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCEXCIAPP01","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:33 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCEXCIAPP02","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:46 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCEXCIAPP03","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:19 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCHUSBAPP01","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:52 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCICTAXDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:17 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJBDBAPP01","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:18 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJBORAPP01","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:20 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJBORNFS01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:13 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJCEBDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:04 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJFRYDBS01","JHSDCR05DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:37 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJGRUAPP02","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:47 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJGRUSTM01","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:13 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJHJYDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:00 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJHLRDAS01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:40 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJIMSNFS1","APPCLS03-BRK.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Warning","Replica",,"Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJIMSWEB1","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:16 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSNGS01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:52:50 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSSLB01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:16 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSWEB1","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:29 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSWEB2","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:22 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSWEB3","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:06 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSWEB4","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:51:22 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSWEB5","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:44 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJPDSWEB6","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:18 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJRCDAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:48:40 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJRTEAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:47 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJRTEDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:43 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJSECAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:17 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJSECDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:43:57 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJSFSAPP1","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:59 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJSFSNFS1","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:55 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJTMSAPP1","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:12 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJTMSWEB1","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:47:33 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJVSKAPP01","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:47 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCJXLNAPP01","JHSDCR04APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:46 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCKRMYAPP02","JHSDCR30WEB02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:45:47 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCKUSMAPI02","JHSDCR30WEB01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Critical","Replica","3/10/2025 11:37:51 AM","Non-Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCKUSMAPP02","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:52:10 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCKUSMAPP04","JHSDCR30WEB03.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:50:37 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCMVTSAPP3","JHSDCR30APP02.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:26 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCNPRTDBS01","JHSDCR29DBS01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:44:11 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
"JHSDCPDSSMSGQ1","JHSDCR04APP01.jharkhandcloud.gov.in","DR-HV04-184-14.jharkhandcloud.gov.in","Normal","Replica","3/18/2025 11:42:52 AM","Compliant","DR-HV04-184-14.jharkhandcloud.gov.in","def2e815-c163-4e02-b6c9-d6bf55faa597","True"
